02:20:08.768,1583478,3_092_194_454_072
02:20:15.541,1583478,3_092_194_352_842
02:20:22.051,1583478,3_092_194_251_468
02:20:28.662,1583478,3_092_194_150_094
02:20:35.267,1583478,3_092_194_048_864
02:20:41.397,1583478,3_092_193_947_490
02:20:48.307,1583478,3_092_193_846_116
02:20:54.894,1583478,3_092_193_744_886
02:21:01.526,1583478,3_092_193_643_512
02:21:07.804,1583478,3_092_193_542_282
02:21:14.677,1649014,3_092_193_297_649
02:21:21.064,1649014,3_092_193_051_882
02:21:27.652,1649014,3_092_192_806_265
02:21:34.335,1649014,3_092_192_560_498
02:21:41.121,1649014,3_092_192_314_731
02:21:47.421,1649014,3_092_192_068_498
02:21:54.018,1649014,3_092_191_822_115
02:22:00.916,1649014,3_092_191_575_882
02:22:07.034,1649014,3_092_191_329_497
02:22:13.269,1649014,3_092_191_228_117
