05:51:42.246,2223638,3_092_055_351_520
05:51:54.101,2289174,3_076_637_919_264
05:52:05.802,2289174,3_076_220_487_231
05:52:17.263,2289174,3_075_995_362_857
05:52:29.112,2289174,3_075_924_084_543
05:52:40.813,2289174,3_072_045_042_336
05:52:52.435,2289174,3_056_627_485_934
05:53:04.148,2289174,3_056_209_927_166
05:53:15.833,2289174,3_055_984_676_335
05:53:27.360,2289174,3_055_913_271_353
05:53:38.737,2289174,3_052_034_509_021
05:53:50.441,2289174,3_051_617_284_941
05:54:01.670,2289174,3_051_392_368_203
05:54:13.111,2289174,3_051_321_298_263
05:54:24.497,2289174,3_051_321_196_825
